Freq.Sweep,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm"
46.833333,6719.482605,-3090.311750,7396.044428,57.838667,385.659977,57.838667,385.659977
47.000000,3646.847404,-3987.970303,5404.017314,59.031467,391.322061,59.031467,391.322061
47.166667,1977.844380,-3400.011819,3933.439813,60.281211,397.107758,60.281211,397.107758
47.333333,1184.912304,-2753.646732,2997.763748,61.590153,403.021415,61.590153,403.021415
47.500000,777.458977,-2250.751669,2381.244535,62.960736,409.067577,62.960736,409.067577
47.666667,547.884499,-1873.339041,1951.813666,64.395572,415.251007,64.395572,415.251007
47.833333,408.288933,-1585.944656,1637.656956,65.897480,421.576688,65.897480,421.576688
48.000000,318.176905,-1361.789655,1398.466162,67.469482,428.049839,67.469482,428.049839
48.166667,257.226362,-1182.734883,1210.383082,69.114823,434.675926,69.114823,434.675926
48.333333,214.459684,-1036.593276,1058.545500,70.836984,441.460672,70.836984,441.460672
48.500000,183.571480,-915.039725,933.271765,72.639715,448.410069,72.639715,448.410069
48.666667,160.750155,-812.255567,828.009492,74.527030,455.530393,74.527030,455.530393
48.833333,143.590864,-724.077421,738.177788,76.503237,462.828214,76.503237,462.828214
49.000000,130.520456,-647.459576,660.484286,78.572965,470.310401,78.572965,470.310401
49.166667,120.477643,-580.128292,592.506285,80.741146,477.984149,80.741146,477.984149
49.333333,112.727278,-520.354652,532.425021,83.013040,485.856997,83.013040,485.856997
49.500000,106.748405,-466.801998,478.852093,85.394255,493.936871,85.394255,493.936871
49.666667,102.164499,-418.421262,430.713289,87.890741,502.232168,87.890741,502.232168
49.833333,98.698814,-374.377742,387.169407,90.508894,510.751825,90.508894,510.751825
50.000000,96.145042,-333.998958,347.561754,93.255676,519.505360,93.255676,519.505360
