Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
22.833333,2775.962180,2046.180621,3448.596984,118.286184,589.075680,118.286184,589.075680,600.834235,600.834235,9490.771652
23.000000,3578.922391,1247.825024,3790.218037,126.807289,605.815024,126.807289,605.815024,618.944208,618.944208,10784.549105
23.166667,3718.670571,-33.176347,3718.818560,136.153319,623.022406,136.153319,623.022406,637.726152,637.726152,10966.551511
23.333333,3073.224806,-1006.605314,3233.877698,146.399820,640.679507,146.399820,640.679507,657.193380,657.193380,9909.026772
23.500000,2259.379955,-1354.480073,2634.276761,157.625617,658.757637,157.625617,658.757637,677.353276,677.353276,8409.712129
23.666667,1636.100650,-1338.732106,2114.007802,169.911229,677.216053,169.911229,677.216053,698.205849,698.205849,7050.840548
23.833333,1220.955948,-1195.685352,1708.916876,183.336663,696.000347,183.336663,696.000347,719.742187,719.742187,5971.235075
24.000000,950.831637,-1027.813236,1400.171722,197.978438,715.041115,197.978438,715.041115,741.942894,741.942894,5138.700229
24.166667,772.857651,-869.311765,1163.190394,213.905782,734.253161,213.905782,734.253161,764.776691,764.776691,4493.569214
24.333333,653.297211,-728.888378,978.813319,231.175984,753.535597,231.175984,753.535597,788.199360,788.199360,3985.742748
24.500000,571.715746,-606.816481,833.717660,249.829102,772.773238,249.829102,772.773238,812.153346,812.153346,3578.713832
24.666667,515.658486,-500.966579,718.937541,269.882181,791.839791,269.882181,791.839791,836.568375,836.568375,3246.738648
24.833333,477.339929,-408.829743,628.486409,291.323635,810.603201,291.323635,810.603201,861.363460,861.363460,2971.646477
25.000000,451.736284,-328.137106,558.336486,314.108518,828.933501,314.108518,828.933501,886.450738,886.450738,2740.445544
25.166667,435.493558,-256.995955,505.669417,338.155597,846.713200,338.155597,846.713200,911.741439,911.741439,2543.688502
25.333333,426.293337,-193.867423,468.306082,363.347498,863.849793,363.347498,863.849793,937.154133,937.154133,2374.382503
25.500000,422.477312,-137.500537,444.289857,389.534972,880.289496,389.534972,880.289496,962.625104,962.625104,2227.261523
25.666667,422.821581,-86.862424,431.651677,416.545877,896.030899,416.545877,896.030899,988.120357,988.120357,2098.295160
25.833333,426.400513,-41.077782,428.374581,444.199448,911.136490,444.199448,911.136490,1013.648289,1013.648289,1984.352114
26.000000,432.505254,0.618985,432.505697,472.324809,925.740327,472.324809,925.740327,1039.271802,1039.271802,1882.965886
26.166667,440.596227,38.918675,442.311766,500.782555,940.050077,500.782555,940.050077,1065.118451,1065.118451,1792.169040
26.333333,450.276389,74.460284,456.391455,529.487100,954.342604,529.487100,954.342604,1091.387372,1091.387372,1710.374144
26.500000,461.276466,107.843902,473.715406,558.427532,968.953146,558.427532,968.953146,1118.352140,1118.352140,1636.287005
26.666667,473.446360,139.635584,493.608704,587.684720,984.259462,587.684720,984.259462,1146.359463,1146.359463,1568.842581
26.833333,486.749068,170.366698,515.702887,617.443601,1000.662828,617.443601,1000.662828,1175.824262,1175.824262,1507.157038
27.000000,501.255236,200.530057,539.878797,648.000537,1018.568181,648.000537,1018.568181,1207.222364,1207.222364,1450.491471
27.166667,517.137783,230.574893,566.212211,679.766613,1038.365609,679.766613,1038.365609,1241.082506,1241.082506,1398.224126
27.333333,534.667100,260.901923,594.927492,713.268989,1060.414242,713.268989,1060.414242,1277.979271,1277.979271,1349.828890
