Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
25.000000,38.415367,340.145350,342.307755,31.099401,216.958571,31.099401,216.958571,219.176172,219.176172,588.916335
25.166667,40.382446,347.267770,349.607846,32.455462,219.976341,32.455462,219.976341,222.357702,222.357702,604.475671
25.333333,42.479359,354.585241,357.120693,33.879201,222.986292,33.879201,222.986292,225.545309,225.545309,620.662484
25.500000,44.712329,362.103684,364.853766,35.369825,225.981258,35.369825,225.981258,228.732493,228.732493,637.512088
25.666667,47.087247,369.829386,372.814945,36.925337,228.953514,36.925337,228.953514,231.912036,231.912036,655.062378
25.833333,49.609537,377.769182,381.012678,38.542327,231.894915,38.542327,231.894915,235.076078,235.076078,673.354139
26.000000,52.284019,385.930719,389.456209,40.215726,234.797103,40.215726,234.797103,238.216256,238.216256,692.431431
26.166667,55.114784,394.322783,398.155870,41.938601,237.651798,41.938601,237.651798,241.323897,241.323897,712.342047
26.333333,58.105105,402.955721,407.123466,43.701978,240.451156,43.701978,240.451156,244.390305,244.390305,733.138073
26.500000,61.257402,411.841953,416.372746,45.494743,243.188219,45.494743,243.188219,247.407117,247.407117,754.876576
26.666667,64.573283,420.996576,425.919976,47.303628,245.857426,47.303628,245.857426,250.366745,250.366745,777.620428
26.833333,68.053695,430.438057,435.784610,49.113331,248.455171,49.113331,248.455171,253.262889,253.262889,801.439311
27.000000,71.699207,440.189004,445.990062,50.906796,250.980378,50.906796,250.980378,256.091101,256.091101,826.410930
27.166667,75.510446,450.276984,456.564552,52.665646,253.435044,52.665646,253.435044,258.849361,258.849361,852.622471
27.333333,79.488711,460.735379,467.542025,54.370798,255.824687,54.370798,255.824687,261.538628,261.538628,880.172343
27.500000,83.636758,471.604235,478.963111,56.003231,258.158651,56.003231,258.158651,264.163304,264.163304,909.172263
27.666667,87.959744,482.931093,490.876112,57.544844,260.450215,57.544844,260.450215,266.731557,266.731557,939.749726
27.833333,92.466338,494.771788,503.338004,58.979375,262.716447,58.979375,262.716447,269.255451,269.255451,972.050931
28.000000,97.169954,507.191225,516.415471,60.293283,264.977818,60.293283,264.977818,271.750849,271.750849,1006.244239
28.166667,102.090082,520.264148,530.185976,61.476500,267.257564,61.476500,267.257564,274.237061,274.237061,1042.524271
28.333333,107.253731,534.075992,544.738954,62.523001,269.580856,62.523001,269.580856,276.736271,276.736271,1081.116746
28.500000,112.696989,548.723860,560.177191,63.431123,271.973838,63.431123,271.973838,279.272762,279.272762,1122.284254
28.666667,118.466744,564.317765,576.618513,64.203594,274.462629,64.203594,274.462629,281.872021,281.872021,1166.333149
28.833333,124.622676,580.982252,594.197937,64.847307,277.072379,64.847307,277.072379,284.559794,284.559794,1213.621882
29.000000,131.239679,598.858526,613.070459,65.372858,279.826437,65.372858,279.826437,287.361175,287.361175,1264.571148
29.166667,138.410890,618.107271,633.414693,65.793893,282.745726,65.793893,282.745726,290.299814,290.299814,1319.676401
29.333333,146.251682,638.912311,655.437637,66.126371,285.848324,66.126371,285.848324,293.397276,293.397276,1379.523463
29.500000,154.904974,661.485340,679.380899,66.387799,289.149271,66.387799,289.149271,296.672615,296.672615,1444.808228
29.666667,164.548451,686.071952,705.528820,66.596478,292.660578,66.596478,292.660578,300.142141,300.142141,1516.361862
29.833333,175.404476,712.959309,734.219114,66.770859,296.391419,66.770859,296.391419,303.819388,303.819388,1595.183383
30.000000,187.753844,742.485826,765.856846,66.929005,300.348431,66.929005,300.348431,307.715244,307.715244,1682.482333
30.166667,201.955057,775.053375,800.932943,67.088185,304.536114,67.088185,304.536114,311.838210,311.838210,1779.735299
30.333333,218.471715,811.142597,840.048929,67.264606,308.957260,67.264606,308.957260,316.194743,316.194743,1888.761708
30.500000,237.911973,851.331947,883.950333,67.473289,313.613387,67.473289,313.613387,320.789653,320.789653,2011.826739
